TF_name,linked_gene,TF_gene
AATF,BBC3,AATF_BBC3
AATF,CDKN1A,AATF_CDKN1A
AATF,BAX,AATF_BAX
AATF,TRP53,AATF_TRP53
AATF,BAK1,AATF_BAK1
AATF,TPT1,AATF_TPT1
AATF,,AATF_
ABL1,JUN,ABL1_JUN
ABL1,CCND2,ABL1_CCND2
ABL1,CDKN1A,ABL1_CDKN1A
ABL1,CSF1,ABL1_CSF1
ABL1,BCL6,ABL1_BCL6
ABL1,BCL2,ABL1_BCL2
ABL1,BAX,ABL1_BAX
ABL1,PIM1,ABL1_PIM1
ABL1,FOXO3,ABL1_FOXO3
ABL1,TP53,ABL1_TP53
ABL1,,ABL1_
AHR,PCNA,AHR_PCNA
AHR,UGT1A1,AHR_UGT1A1
AHR,RFC3,AHR_RFC3
AHR,IL13,AHR_IL13
AHR,ARNT,AHR_ARNT
AHR,FOS,AHR_FOS
AHR,BRCA1,AHR_BRCA1
AHR,IL1B,AHR_IL1B
AHR,MT2A,AHR_MT2A
AHR,IL6,AHR_IL6
AHR,CYP2B6,AHR_CYP2B6
AHR,CCND1,AHR_CCND1
AHR,CCNG2,AHR_CCNG2
AHR,MYC,AHR_MYC
AHR,CYP1A2,AHR_CYP1A2
AHR,AHRR,AHR_AHRR
AHR,UGT1A6,AHR_UGT1A6
AHR,CYP1A1,AHR_CYP1A1
AHR,CYP1B1,AHR_CYP1B1
AHR,CA9,AHR_CA9
AHR,MFSD2A,AHR_MFSD2A
AHR,ABCG2,AHR_ABCG2
AHR,,AHR_
AHR,NQO1,AHR_NQO1
AHR,ABCC4,AHR_ABCC4
AHR,SERPINB2,AHR_SERPINB2
AHR,LHB,AHR_LHB
AHR,APAF1,AHR_APAF1
AHR,PLA2G4A,AHR_PLA2G4A
AHR,GATA4,AHR_GATA4
AHR,UGT1A6A,AHR_UGT1A6A
AHR,CYP19A1,AHR_CYP19A1
AHR,PTGS2,AHR_PTGS2
AHR,VAV3,AHR_VAV3
AHR,IL17A,AHR_IL17A
AHR,SMOC2,AHR_SMOC2
AHR,E2F2,AHR_E2F2
AHR,GSTA1,AHR_GSTA1
AHR,SNAI2,AHR_SNAI2
AHR,NKX2-5,AHR_NKX2-5
AHR,SIM1,AHR_SIM1
APC,F8,APC_F8
APC,DLG1,APC_DLG1
APC,AMHR2,APC_AMHR2
APC,ODC1,APC_ODC1
APC,MYC,APC_MYC
APC,AKT1,APC_AKT1
APC,BIRC5,APC_BIRC5
APC,NOS2,APC_NOS2
APC,KLF4,APC_KLF4
APC,DNMT1,APC_DNMT1
APC,PTGS2,APC_PTGS2
APC,SGK1,APC_SGK1
APC,,APC_
APEX1,RELA,APEX1_RELA
APEX1,PTH,APEX1_PTH
APEX1,CYP11B2,APEX1_CYP11B2
APEX1,CD19,APEX1_CD19
APEX1,CCL2,APEX1_CCL2
APEX1,NFKB1,APEX1_NFKB1
APEX1,SLC5A5,APEX1_SLC5A5
APEX1,,APEX1_
APEX1,BLK,APEX1_BLK
APEX1,CCL12,APEX1_CCL12
APEX1,PAX5,APEX1_PAX5
APEX1,APOD,APEX1_APOD
APEX1,TLR4,APEX1_TLR4
APEX1,PTGS2,APEX1_PTGS2
AR,PTPN1,AR_PTPN1
AR,MED1,AR_MED1
AR,USP26,AR_USP26
AR,JUN,AR_JUN
AR,SRD5A3,AR_SRD5A3
AR,GREB1,AR_GREB1
AR,FN1,AR_FN1
AR,ETV1,AR_ETV1
AR,TSC2,AR_TSC2
AR,TSC1,AR_TSC1
AR,CYP7B1,AR_CYP7B1
AR,GTF2F1,AR_GTF2F1
AR,MID1,AR_MID1
AR,CDC6,AR_CDC6
AR,PNRC1,AR_PNRC1
AR,VEGFA,AR_VEGFA
AR,CLK3,AR_CLK3
AR,KISS1,AR_KISS1
AR,ACTA1,AR_ACTA1
AR,PC,AR_PC
AR,STIM1,AR_STIM1
AR,TH,AR_TH
AR,CDK6,AR_CDK6
AR,FOLH1,AR_FOLH1
AR,PIP,AR_PIP
AR,VIM,AR_VIM
AR,FKBP4,AR_FKBP4
AR,UCN,AR_UCN
AR,RELA,AR_RELA
AR,BTG2,AR_BTG2
AR,BTG1,AR_BTG1
AR,KLK2,AR_KLK2
AR,KLK1,AR_KLK1
AR,HMMR,AR_HMMR
AR,TMPRSS2,AR_TMPRSS2
AR,TRPS1,AR_TRPS1
AR,PEBP1,AR_PEBP1
AR,TGFA,AR_TGFA
AR,KLK4,AR_KLK4
AR,KLK3,AR_KLK3
AR,EGFR,AR_EGFR
AR,NDRG1,AR_NDRG1
AR,MUC1,AR_MUC1
AR,NRAS,AR_NRAS
AR,BSG,AR_BSG
AR,CDH2,AR_CDH2
AR,IFI16,AR_IFI16
AR,CDH1,AR_CDH1
AR,ERBB2,AR_ERBB2
AR,ERBB3,AR_ERBB3
AR,CDK20,AR_CDK20
AR,MYC,AR_MYC
AR,AKT1,AR_AKT1
AR,KISS1R,AR_KISS1R
AR,ATAD2,AR_ATAD2
AR,TBP,AR_TBP
AR,SERPINB5,AR_SERPINB5
AR,TCF7L2,AR_TCF7L2
AR,ARG1,AR_ARG1
AR,UGT2B15,AR_UGT2B15
AR,ARG2,AR_ARG2
AR,IGFBP3,AR_IGFBP3
AR,WNT7B,AR_WNT7B
AR,AKR1C3,AR_AKR1C3
AR,NAT1,AR_NAT1
AR,GNMT,AR_GNMT
AR,KLF5,AR_KLF5
AR,NFKB1,AR_NFKB1
AR,TJP1,AR_TJP1
AR,WEE1,AR_WEE1
AR,REST,AR_REST
AR,NOV,AR_NOV
AR,ALDH1A3,AR_ALDH1A3
AR,CDH11,AR_CDH11
AR,XIAP,AR_XIAP
AR,CRH,AR_CRH
AR,FOXA1,AR_FOXA1
AR,CRISP3,AR_CRISP3
AR,CRISP1,AR_CRISP1
AR,CDKN1A,AR_CDKN1A
AR,PSCA,AR_PSCA
AR,PIGR,AR_PIGR
AR,CTNNB1,AR_CTNNB1
AR,PTEN,AR_PTEN
AR,IGF1R,AR_IGF1R
AR,ELK4,AR_ELK4
AR,PTGS2,AR_PTGS2
AR,SESN1,AR_SESN1
AR,SEPT7,AR_SEPT7
AR,PMEPA1,AR_PMEPA1
AR,EP300,AR_EP300
AR,HMOX1,AR_HMOX1
AR,NKX3-1,AR_NKX3-1
AR,,AR_
AR,CCR2,AR_CCR2
AR,SCNN1A,AR_SCNN1A
AR,TNF,AR_TNF
AR,NR0B1,AR_NR0B1
AR,RSL,AR_RSL
AR,RUNX2,AR_RUNX2
AR,SOX2,AR_SOX2
AR,PSAT1,AR_PSAT1
AR,KLKB1,AR_KLKB1
AR,FKBP5,AR_FKBP5
AR,CGA,AR_CGA
ARID3A,RBL1,ARID3A_RBL1
ARID3A,CR2,ARID3A_CR2
ARID3A,E2F1,ARID3A_E2F1
ARID3A,CDK1,ARID3A_CDK1
ARID3A,CDC6,ARID3A_CDC6
ARID3A,PML,ARID3A_PML
ARID3A,,ARID3A_
ARNT,EGLN2,ARNT_EGLN2
ARNT,EPO,ARNT_EPO
ARNT,JUN,ARNT_JUN
ARNT,GAD1,ARNT_GAD1
ARNT,FOS,ARNT_FOS
ARNT,BRCA1,ARNT_BRCA1
ARNT,AHR,ARNT_AHR
ARNT,ESR1,ARNT_ESR1
ARNT,HIF1A,ARNT_HIF1A
ARNT,RELB,ARNT_RELB
ARNT,VEGFA,ARNT_VEGFA
ARNT,BHLHE40,ARNT_BHLHE40
ARNT,CCNE1,ARNT_CCNE1
ARNT,CDK2,ARNT_CDK2
ARNT,UGT1A6,ARNT_UGT1A6
ARNT,CYP1A1,ARNT_CYP1A1
ARNT,CYP1B1,ARNT_CYP1B1
ARNT,CA9,ARNT_CA9
ARNT,MFSD2A,ARNT_MFSD2A
ARNT,CTSD,ARNT_CTSD
ARNT,,ARNT_
ARNT,ATXN3,ARNT_ATXN3
ARNT,TH,ARNT_TH
ARNT,E2F2,ARNT_E2F2
ARNT,CYP1A2,ARNT_CYP1A2
ARNT,SIM1,ARNT_SIM1
ARNTL,PER3,ARNTL_PER3
ARNTL,PER2,ARNTL_PER2
ARNTL,BHLHE40,ARNTL_BHLHE40
ARNTL,PER1,ARNTL_PER1
ARNTL,CRY2,ARNTL_CRY2
ARNTL,CRY1,ARNTL_CRY1
ARNTL,,ARNTL_
ARNTL,DBP,ARNTL_DBP
ARNTL,WNT10A,ARNTL_WNT10A
ARNTL,VWF,ARNTL_VWF
ARNTL,CTNNB1,ARNTL_CTNNB1
ARNTL,MAOA,ARNTL_MAOA
ARNTL,BHLHE41,ARNTL_BHLHE41
ARNTL,TCF3,ARNTL_TCF3
ARNTL,NFE2L2,ARNTL_NFE2L2
ARNTL,CXCL5,ARNTL_CXCL5
ASCL1,TPH1,ASCL1_TPH1
ASCL1,CHRNA3,ASCL1_CHRNA3
ASCL1,CHRNB4,ASCL1_CHRNB4
ASCL1,CHRNA5,ASCL1_CHRNA5
ASCL1,IGF2,ASCL1_IGF2
ASCL1,DKK1,ASCL1_DKK1
ASCL1,PCSK6,ASCL1_PCSK6
ASCL1,,ASCL1_
ASCL1,PHOX2A,ASCL1_PHOX2A
ASCL1,PDGFRA,ASCL1_PDGFRA
ASCL1,TPH2,ASCL1_TPH2
ASCL1,CDKN2D,ASCL1_CDKN2D
ASCL1,RND3,ASCL1_RND3
ASCL1,BUB1,ASCL1_BUB1
ASCL1,DLL3,ASCL1_DLL3
ASCL1,DLL4,ASCL1_DLL4
ASCL1,HES5,ASCL1_HES5
ATF1,FLT1,ATF1_FLT1
ATF1,PCSK1,ATF1_PCSK1
ATF1,TGFB2,ATF1_TGFB2
ATF1,IL10,ATF1_IL10
ATF1,USP7,ATF1_USP7
ATF1,TOP2A,ATF1_TOP2A
ATF1,MITF,ATF1_MITF
ATF1,SLC20A1,ATF1_SLC20A1
ATF1,PLAUR,ATF1_PLAUR
ATF1,NTS,ATF1_NTS
ATF1,CCNA1,ATF1_CCNA1
ATF1,MUC2,ATF1_MUC2
ATF1,LDHA,ATF1_LDHA
ATF1,TH,ATF1_TH
ATF1,MAP1LC3B,ATF1_MAP1LC3B
ATF1,ERBB2,ATF1_ERBB2
ATF1,CYP11B2,ATF1_CYP11B2
ATF1,CYP11B1,ATF1_CYP11B1
ATF1,FTH1,ATF1_FTH1
ATF1,BCL2,ATF1_BCL2
ATF1,SLC22A8,ATF1_SLC22A8
ATF1,CGA,ATF1_CGA
ATF1,CFTR,ATF1_CFTR
ATF1,GABPA,ATF1_GABPA
ATF1,,ATF1_
ATF2,MAP3K1,ATF2_MAP3K1
ATF2,TGFB2,ATF2_TGFB2
ATF2,JUN,ATF2_JUN
ATF2,NOS3,ATF2_NOS3
ATF2,DUSP1,ATF2_DUSP1
ATF2,MMP2,ATF2_MMP2
ATF2,FN1,ATF2_FN1
ATF2,IMPDH2,ATF2_IMPDH2
ATF2,APOC3,ATF2_APOC3
ATF2,CYP11B2,ATF2_CYP11B2
ATF2,FAS,ATF2_FAS
ATF2,IFNG,ATF2_IFNG
ATF2,CYP11B1,ATF2_CYP11B1
ATF2,ATF3,ATF2_ATF3
ATF2,RELA,ATF2_RELA
ATF2,CDKN1A,ATF2_CDKN1A
ATF2,RETN,ATF2_RETN
ATF2,PLAU,ATF2_PLAU
ATF2,TNF,ATF2_TNF
ATF2,PLAT,ATF2_PLAT
ATF2,FASLG,ATF2_FASLG
ATF2,INS,ATF2_INS
ATF2,PTGS2,ATF2_PTGS2
ATF2,POLB,ATF2_POLB
ATF2,DUSP10,ATF2_DUSP10
ATF2,CCND1,ATF2_CCND1
ATF2,KAT5,ATF2_KAT5
ATF2,ST3GAL5,ATF2_ST3GAL5
ATF2,IFNB1,ATF2_IFNB1
ATF2,ITGB8,ATF2_ITGB8
ATF2,PCK2,ATF2_PCK2
ATF2,PCK1,ATF2_PCK1
ATF2,,ATF2_
ATF2,CEBPA,ATF2_CEBPA
ATF2,SERPINB5,ATF2_SERPINB5
ATF2,GABRB3,ATF2_GABRB3
ATF2,INS2,ATF2_INS2
ATF2,ENTPD1,ATF2_ENTPD1
ATF2,FOS,ATF2_FOS
ATF2,UCP1,ATF2_UCP1
ATF2,RHOB,ATF2_RHOB
ATF2,IL23A,ATF2_IL23A
ATF2,PER1,ATF2_PER1
ATF2,FGF21,ATF2_FGF21
ATF2,PPARG,ATF2_PPARG
ATF2,SOX9,ATF2_SOX9
ATF3,GDF15,ATF3_GDF15
ATF3,CD82,ATF3_CD82
ATF3,MMP2,ATF3_MMP2
ATF3,ASNS,ATF3_ASNS
ATF3,AK4,ATF3_AK4
ATF3,ADIPOR1,ATF3_ADIPOR1
ATF3,SELE,ATF3_SELE
ATF3,ADIPOR2,ATF3_ADIPOR2
ATF3,ID1,ATF3_ID1
ATF3,PENK,ATF3_PENK
ATF3,IFNG,ATF3_IFNG
ATF3,CCL5,ATF3_CCL5
ATF3,DDIT3,ATF3_DDIT3
ATF3,PCLAF,ATF3_PCLAF
ATF3,LDLR,ATF3_LDLR
ATF3,TP53,ATF3_TP53
ATF3,,ATF3_
ATF3,ATF3,ATF3_ATF3
ATF3,IL6,ATF3_IL6
ATF3,SORT1,ATF3_SORT1
ATF3,CCND1,ATF3_CCND1
ATF3,PDX1,ATF3_PDX1
ATF3,IL12B,ATF3_IL12B
ATF3,TNFRSF10B,ATF3_TNFRSF10B
ATF3,GCK,ATF3_GCK
ATF4,SIGMAR1,ATF4_SIGMAR1
ATF4,IGFBP1,ATF4_IGFBP1
ATF4,HSPA5,ATF4_HSPA5
ATF4,ASNS,ATF4_ASNS
ATF4,TNFRSF10B,ATF4_TNFRSF10B
ATF4,SIRT1,ATF4_SIRT1
ATF4,SIRT2,ATF4_SIRT2
ATF4,VEGFA,ATF4_VEGFA
ATF4,NDC80,ATF4_NDC80
ATF4,F7,ATF4_F7
ATF4,IL6,ATF4_IL6
ATF4,NUPR1,ATF4_NUPR1
ATF4,DDIT4,ATF4_DDIT4
ATF4,FGF19,ATF4_FGF19
ATF4,DDIT3,ATF4_DDIT3
ATF4,S100P,ATF4_S100P
ATF4,IRF7,ATF4_IRF7
ATF4,TRIB3,ATF4_TRIB3
ATF4,DDR2,ATF4_DDR2
ATF4,CXCL8,ATF4_CXCL8
ATF4,ATF3,ATF4_ATF3
ATF4,CEBPB,ATF4_CEBPB
ATF4,HRK,ATF4_HRK
ATF4,PLAU,ATF4_PLAU
ATF4,PTGS2,ATF4_PTGS2
ATF4,MAP1LC3B,ATF4_MAP1LC3B
ATF4,BGLAP,ATF4_BGLAP
ATF4,CHAC1,ATF4_CHAC1
ATF4,FGF21,ATF4_FGF21
ATF4,APOE,ATF4_APOE
ATF4,CCL2,ATF4_CCL2
ATF4,DISC1,ATF4_DISC1
ATF4,CA9,ATF4_CA9
ATF4,MCL1,ATF4_MCL1
ATF4,ATG5,ATF4_ATG5
ATF4,,ATF4_
ATF4,CDKN1B,ATF4_CDKN1B
ATF4,CDKN1A,ATF4_CDKN1A
ATF4,SPHK2,ATF4_SPHK2
ATF4,IHH,ATF4_IHH
ATF4,FGF2,ATF4_FGF2
ATF4,MIR106B,ATF4_MIR106B
ATF4,FGF15,ATF4_FGF15
ATF4,BGLAP3,ATF4_BGLAP3
ATF4,MCM7,ATF4_MCM7
ATF5,EGR1,ATF5_EGR1
ATF5,CREB1,ATF5_CREB1
ATF5,CCND3,ATF5_CCND3
ATF5,ID1,ATF5_ID1
ATF5,CYP2B6,ATF5_CYP2B6
ATF5,SH2D1A,ATF5_SH2D1A
ATF5,BCL2,ATF5_BCL2
ATF5,DISC1,ATF5_DISC1
ATF5,,ATF5_
ATF6,RTN3,ATF6_RTN3
ATF6,STARD4,ATF6_STARD4
ATF6,WBP1,ATF6_WBP1
ATF6,XBP1,ATF6_XBP1
ATF6,HSPA5,ATF6_HSPA5
ATF6,SRF,ATF6_SRF
ATF6,PDX1,ATF6_PDX1
ATF6,NR0B2,ATF6_NR0B2
ATF6,ATP2A2,ATF6_ATP2A2
ATF6,MAFA,ATF6_MAFA
ATF6,DNAJC3,ATF6_DNAJC3
ATF6,BGLAP,ATF6_BGLAP
ATF6,NUCB1,ATF6_NUCB1
ATF6,DDIT3,ATF6_DDIT3
ATF6,,ATF6_
ATM,PCNA,ATM_PCNA
ATM,DUSP1,ATM_DUSP1
ATM,CDKN1A,ATM_CDKN1A
ATM,GADD45A,ATM_GADD45A
ATM,SLC2A1,ATM_SLC2A1
ATM,CFLAR,ATM_CFLAR
ATM,PVR,ATM_PVR
ATM,TNFRSF10B,ATM_TNFRSF10B
ATM,TERF1,ATM_TERF1
ATM,FOXM1,ATM_FOXM1
ATM,IGF1R,ATM_IGF1R
ATM,VEGFA,ATM_VEGFA
ATM,KLRK1,ATM_KLRK1
ATM,SP1,ATM_SP1
ATM,MTF1,ATM_MTF1
ATM,APLF,ATM_APLF
ATM,FAS,ATM_FAS
ATM,BCL2,ATM_BCL2
ATM,BAX,ATM_BAX
ATM,PBK,ATM_PBK
ATM,PMAIP1,ATM_PMAIP1
ATM,MCL1,ATM_MCL1
ATM,,ATM_
BCL11B,NOTCH1,BCL11B_NOTCH1
BCL11B,CDKN1B,BCL11B_CDKN1B
BCL11B,IL10,BCL11B_IL10
BCL11B,GFI1,BCL11B_GFI1
BCL11B,BCL2L1,BCL11B_BCL2L1
BCL11B,AHR,BCL11B_AHR
BCL11B,ZBTB7B,BCL11B_ZBTB7B
BCL11B,RUNX3,BCL11B_RUNX3
BCL11B,FOXP3,BCL11B_FOXP3
BCL11B,,BCL11B_
BCL3,TRIM63,BCL3_TRIM63
BCL3,TNFRSF12A,BCL3_TNFRSF12A
BCL3,TNFAIP3,BCL3_TNFAIP3
BCL3,RUNX1,BCL3_RUNX1
BCL3,TNF,BCL3_TNF
BCL3,NFKB1,BCL3_NFKB1
BCL3,NFKB2,BCL3_NFKB2
BCL3,FBXO32,BCL3_FBXO32
BCL3,CXCL10,BCL3_CXCL10
BCL3,UBC,BCL3_UBC
BCL3,IL23A,BCL3_IL23A
BCL3,CCND1,BCL3_CCND1
BCL3,CTSL,BCL3_CTSL
BCL3,IFNG,BCL3_IFNG
BCL3,NOS1,BCL3_NOS1
BCL3,,BCL3_
BCL6,XBP1,BCL6_XBP1
BCL6,CDKN1A,BCL6_CDKN1A
BCL6,CDKN2B,BCL6_CDKN2B
BCL6,STAT3,BCL6_STAT3
BCL6,CD80,BCL6_CD80
BCL6,LITAF,BCL6_LITAF
BCL6,NFKB1,BCL6_NFKB1
BCL6,HDAC7,BCL6_HDAC7
BCL6,CCND2,BCL6_CCND2
BCL6,CHEK1,BCL6_CHEK1
BCL6,IRF4,BCL6_IRF4
BCL6,SUMO1,BCL6_SUMO1
BCL6,BCL6,BCL6_BCL6
BCL6,MYC,BCL6_MYC
BCL6,BCL2L1,BCL6_BCL2L1
BCL6,PDCD2,BCL6_PDCD2
BCL6,FCER2,BCL6_FCER2
BCL6,,BCL6_
BCL6,CSF1R,BCL6_CSF1R
BCL6,CDKN1B,BCL6_CDKN1B
BCL6,MIR21A,BCL6_MIR21A
BCL6,GADD45A,BCL6_GADD45A
BCL6,PRDM1,BCL6_PRDM1
BCL6,RORC,BCL6_RORC
BCL6,GATA3,BCL6_GATA3
BCL6,BATF,BCL6_BATF
BCL6,IL17A,BCL6_IL17A
BCL6,SOCS2,BCL6_SOCS2
BCL6,IL9,BCL6_IL9
BCL6,IFNG,BCL6_IFNG
BCL6,TBX21,BCL6_TBX21
BMI1,CDKN2D,BMI1_CDKN2D
BMI1,CDKN2A,BMI1_CDKN2A
BMI1,CDKN1A,BMI1_CDKN1A
BMI1,HMGA2,BMI1_HMGA2
BMI1,E4F1,BMI1_E4F1
BMI1,CDK1,BMI1_CDK1
BMI1,PTEN,BMI1_PTEN
BMI1,PMAIP1,BMI1_PMAIP1
BMI1,IKZF1,BMI1_IKZF1
BMI1,NANOG,BMI1_NANOG
BMI1,DKK1,BMI1_DKK1
BMI1,NFKB1,BMI1_NFKB1
BMI1,,BMI1_
BRCA1,KRT5,BRCA1_KRT5
BRCA1,S100A2,BRCA1_S100A2
BRCA1,HSPA5,BRCA1_HSPA5
BRCA1,HMGA2,BRCA1_HMGA2
BRCA1,SIRT1,BRCA1_SIRT1
BRCA1,VEGFA,BRCA1_VEGFA
BRCA1,KRT18,BRCA1_KRT18
BRCA1,KRT17,BRCA1_KRT17
BRCA1,CYP1A1,BRCA1_CYP1A1
BRCA1,ATM,BRCA1_ATM
BRCA1,IRF9,BRCA1_IRF9
BRCA1,TFF1,BRCA1_TFF1
BRCA1,IRF7,BRCA1_IRF7
BRCA1,MAD2L1,BRCA1_MAD2L1
BRCA1,FOXC2,BRCA1_FOXC2
BRCA1,FOXC1,BRCA1_FOXC1
BRCA1,BRCA2,BRCA1_BRCA2
BRCA1,CXCL1,BRCA1_CXCL1
BRCA1,BACH1,BRCA1_BACH1
BRCA1,AREG,BRCA1_AREG
BRCA1,EGFR,BRCA1_EGFR
BRCA1,KHSRP,BRCA1_KHSRP
BRCA1,CDH3,BRCA1_CDH3
BRCA1,CCND1,BRCA1_CCND1
BRCA1,MYC,BRCA1_MYC
BRCA1,CYP1B1,BRCA1_CYP1B1
BRCA1,E2F6,BRCA1_E2F6
BRCA1,CTSD,BRCA1_CTSD
BRCA1,EGR1,BRCA1_EGR1
BRCA1,CASR,BRCA1_CASR
BRCA1,STAT1,BRCA1_STAT1
BRCA1,STAT2,BRCA1_STAT2
BRCA1,GADD45A,BRCA1_GADD45A
BRCA1,STAT3,BRCA1_STAT3
BRCA1,FST,BRCA1_FST
BRCA1,FOS,BRCA1_FOS
BRCA1,IGF1,BRCA1_IGF1
BRCA1,ESR1,BRCA1_ESR1
BRCA1,DDB2,BRCA1_DDB2
BRCA1,ASPM,BRCA1_ASPM
BRCA1,HNRNPA2B1,BRCA1_HNRNPA2B1
BRCA1,DDIT3,BRCA1_DDIT3
BRCA1,MDM2,BRCA1_MDM2
BRCA1,MDC1,BRCA1_MDC1
BRCA1,CDKN1B,BRCA1_CDKN1B
BRCA1,RNASEL,BRCA1_RNASEL
BRCA1,CDKN1A,BRCA1_CDKN1A
BRCA1,IFNA1,BRCA1_IFNA1
BRCA1,XPC,BRCA1_XPC
BRCA1,HIF1A,BRCA1_HIF1A
BRCA1,IGF1R,BRCA1_IGF1R
BRCA1,CYP19A1,BRCA1_CYP19A1
BRCA1,CCNB1,BRCA1_CCNB1
BRCA1,EP300,BRCA1_EP300
BRCA1,JAK1,BRCA1_JAK1
BRCA1,TP63,BRCA1_TP63
BRCA1,JAK2,BRCA1_JAK2
BRCA1,,BRCA1_
BRCA1,RAD51,BRCA1_RAD51
BRCA1,AKT1,BRCA1_AKT1
BRCA1,TPT1,BRCA1_TPT1
BTF3,RRAS2,BTF3_RRAS2
BTF3,ABL2,BTF3_ABL2
BTF3,MADCAM1,BTF3_MADCAM1
BTF3,ATM,BTF3_ATM
BTF3,MRVI1,BTF3_MRVI1
BTF3,SSPN,BTF3_SSPN
BTF3,HPSE2,BTF3_HPSE2
BTF3,EPHB2,BTF3_EPHB2
BTF3,NFKB1,BTF3_NFKB1
BTF3,,BTF3_
CDX1,TBP,CDX1_TBP
CDX1,PCNA,CDX1_PCNA
CDX1,POSTN,CDX1_POSTN
CDX1,IRF2BP2,CDX1_IRF2BP2
CDX1,PPARG,CDX1_PPARG
CDX1,DSC2,CDX1_DSC2
CDX1,KRT20,CDX1_KRT20
CDX1,PTGS2,CDX1_PTGS2
CDX1,,CDX1_
CDX2,SLC15A1,CDX2_SLC15A1
CDX2,VDR,CDX2_VDR
CDX2,MUC17,CDX2_MUC17
CDX2,UGT2B15,CDX2_UGT2B15
CDX2,UGT2B17,CDX2_UGT2B17
CDX2,IGFBP3,CDX2_IGFBP3
CDX2,AXIN2,CDX2_AXIN2
CDX2,KLF4,CDX2_KLF4
CDX2,SP1,CDX2_SP1
CDX2,APC,CDX2_APC
CDX2,ELMO3,CDX2_ELMO3
CDX2,TFF3,CDX2_TFF3
CDX2,MEP1A,CDX2_MEP1A
CDX2,CDH17,CDX2_CDH17
CDX2,LCT,CDX2_LCT
CDX2,DSC2,CDX2_DSC2
CDX2,CFTR,CDX2_CFTR
CDX2,UGT1A10,CDX2_UGT1A10
CDX2,GUCY2C,CDX2_GUCY2C
CDX2,ABCB1,CDX2_ABCB1
CDX2,GSK3B,CDX2_GSK3B
CDX2,CDKN1A,CDX2_CDKN1A
CDX2,GSTP1,CDX2_GSTP1
CDX2,FUT2,CDX2_FUT2
CDX2,ACAT2,CDX2_ACAT2
CDX2,PTGS2,CDX2_PTGS2
CDX2,GSPT1,CDX2_GSPT1
CDX2,SLC9A2,CDX2_SLC9A2
CDX2,MUC2,CDX2_MUC2
CDX2,HEPH,CDX2_HEPH
CDX2,REG4,CDX2_REG4
CDX2,UGT1A8,CDX2_UGT1A8
CDX2,,CDX2_
CDX2,CCL25,CDX2_CCL25
CDX2,MGAM,CDX2_MGAM
CDX2,CDX4,CDX2_CDX4
CDX2,CDX1,CDX2_CDX1
CDX2,POU5F1,CDX2_POU5F1
CDX2,GLB1,CDX2_GLB1
CDX2,SHH,CDX2_SHH
CDX2,KITL,CDX2_KITL
CDX2,XIST,CDX2_XIST
CDX2,NANOG,CDX2_NANOG
CDX2,SIS,CDX2_SIS
CEBPA,IL10,CEBPA_IL10
CEBPA,CD163,CEBPA_CD163
CEBPA,SLC10A1,CEBPA_SLC10A1
CEBPA,HOMER3,CEBPA_HOMER3
CEBPA,SFTPD,CEBPA_SFTPD
CEBPA,DEFA3,CEBPA_DEFA3
CEBPA,FN1,CEBPA_FN1
CEBPA,HSPA4,CEBPA_HSPA4
CEBPA,DEFA1,CEBPA_DEFA1
CEBPA,IL3,CEBPA_IL3
CEBPA,IL5,CEBPA_IL5
CEBPA,IL6,CEBPA_IL6
CEBPA,ID1,CEBPA_ID1
CEBPA,ALB,CEBPA_ALB
CEBPA,LEP,CEBPA_LEP
CEBPA,TLR9,CEBPA_TLR9
CEBPA,BCL2,CEBPA_BCL2
CEBPA,S100A9,CEBPA_S100A9
CEBPA,CSF3R,CEBPA_CSF3R
CEBPA,CSF1,CEBPA_CSF1
CEBPA,PRL,CEBPA_PRL
CEBPA,CYP3A4,CEBPA_CYP3A4
CEBPA,VLDLR,CEBPA_VLDLR
CEBPA,HK3,CEBPA_HK3
CEBPA,SOCS3,CEBPA_SOCS3
CEBPA,MYC,CEBPA_MYC
CEBPA,SPP1,CEBPA_SPP1
CEBPA,PCK2,CEBPA_PCK2
CEBPA,PCK1,CEBPA_PCK1
CEBPA,ELANE,CEBPA_ELANE
CEBPA,MSR1,CEBPA_MSR1
CEBPA,INSR,CEBPA_INSR
CEBPA,STAT3,CEBPA_STAT3
CEBPA,IGF1,CEBPA_IGF1
CEBPA,IGF2,CEBPA_IGF2
CEBPA,F9,CEBPA_F9
CEBPA,STAR,CEBPA_STAR
CEBPA,HAMP,CEBPA_HAMP
CEBPA,SAA1,CEBPA_SAA1
CEBPA,MAD1L1,CEBPA_MAD1L1
CEBPA,GAPDH,CEBPA_GAPDH
CEBPA,SPI1,CEBPA_SPI1
CEBPA,SERPINC1,CEBPA_SERPINC1
CEBPA,CRMP1,CEBPA_CRMP1
CEBPA,AFP,CEBPA_AFP
CEBPA,CSF2RA,CEBPA_CSF2RA
CEBPA,HSD17B11,CEBPA_HSD17B11
CEBPA,ICAM1,CEBPA_ICAM1
CEBPA,CXCR2,CEBPA_CXCR2
CEBPA,ITGAX,CEBPA_ITGAX
CEBPA,CCL2,CEBPA_CCL2
CEBPA,,CEBPA_
CEBPA,ABCA3,CEBPA_ABCA3
CEBPA,NR1H3,CEBPA_NR1H3
CEBPA,CRABP2,CEBPA_CRABP2
CEBPA,ZBTB16,CEBPA_ZBTB16
CEBPA,CFLAR,CEBPA_CFLAR
