TF_name,linked_gene,TF_gene
SP3,COL1A1,SP3_COL1A1
SP3,MYCN,SP3_MYCN
SP3,MSH6,SP3_MSH6
SP3,AGTR1,SP3_AGTR1
SP3,UTRN,SP3_UTRN
SP3,TYMP,SP3_TYMP
SP3,RELA,SP3_RELA
SP3,SCT,SP3_SCT
SP3,CD83,SP3_CD83
SP3,SLC1A3,SP3_SLC1A3
SP3,LCAT,SP3_LCAT
SP3,FBLN1,SP3_FBLN1
SP3,SLC9A2,SP3_SLC9A2
SP3,CD2AP,SP3_CD2AP
SP3,YY1,SP3_YY1
SP3,MUC2,SP3_MUC2
SP3,BSG,SP3_BSG
SP3,CCND1,SP3_CCND1
SP3,CDH2,SP3_CDH2
SP3,HSD17B2,SP3_HSD17B2
SP3,KDR,SP3_KDR
SP3,NKX2-1,SP3_NKX2-1
SP3,MUC4,SP3_MUC4
SP3,MUC6,SP3_MUC6
SP3,MICB,SP3_MICB
SP3,IGFBP1,SP3_IGFBP1
SP3,ABCA1,SP3_ABCA1
SP3,F2R,SP3_F2R
SP3,IGFBP4,SP3_IGFBP4
SP3,HGF,SP3_HGF
SP3,IGFBP3,SP3_IGFBP3
SP3,GDF5,SP3_GDF5
SP3,NFKB1,SP3_NFKB1
SP3,LOR,SP3_LOR
SP3,COL2A1,SP3_COL2A1
SP3,CYP27A1,SP3_CYP27A1
SP3,TCN2,SP3_TCN2
SP3,NOX4,SP3_NOX4
SP3,BIRC5,SP3_BIRC5
SP3,PADI3,SP3_PADI3
SP3,BTK,SP3_BTK
SP3,FGFR3,SP3_FGFR3
SP3,HOXB7,SP3_HOXB7
SP3,PADI1,SP3_PADI1
SP3,CFTR,SP3_CFTR
SP3,CETP,SP3_CETP
SP3,TPMT,SP3_TPMT
SP3,LPL,SP3_LPL
SP3,PLAT,SP3_PLAT
SP3,CYP46A1,SP3_CYP46A1
SP3,RORA,SP3_RORA
SP3,RASSF1,SP3_RASSF1
SP3,SOX18,SP3_SOX18
SP3,UBC,SP3_UBC
SP3,CD14,SP3_CD14
SP3,TGM4,SP3_TGM4
SP3,CNMD,SP3_CNMD
SP3,SLC19A3,SP3_SLC19A3
SP3,CTSB,SP3_CTSB
SP3,ACE,SP3_ACE
SP3,MMP2,SP3_MMP2
SP3,DNMT3A,SP3_DNMT3A
SP3,DNMT3B,SP3_DNMT3B
SP3,ITGA2,SP3_ITGA2
SP3,HMGA2,SP3_HMGA2
SP3,OPRM1,SP3_OPRM1
SP3,VEGFA,SP3_VEGFA
SP3,CENPH,SP3_CENPH
SP3,ITGAD,SP3_ITGAD
SP3,ALPL,SP3_ALPL
SP3,ID4,SP3_ID4
SP3,ETF1,SP3_ETF1
SP3,TFF2,SP3_TFF2
SP3,TFF1,SP3_TFF1
SP3,EAPP,SP3_EAPP
SP3,DNASE2,SP3_DNASE2
SP3,FBP1,SP3_FBP1
SP3,GIPR,SP3_GIPR
SP3,TRA,SP3_TRA
SP3,MAOB,SP3_MAOB
SP3,ALOX12,SP3_ALOX12
SP3,KLK3,SP3_KLK3
SP3,CYP3A5,SP3_CYP3A5
SP3,CYP3A7,SP3_CYP3A7
SP3,SOCS3,SP3_SOCS3
SP3,ERBB2,SP3_ERBB2
SP3,CTSL,SP3_CTSL
SP3,ADGRE5,SP3_ADGRE5
SP3,TIMP1,SP3_TIMP1
SP3,TIMP2,SP3_TIMP2
SP3,CA9,SP3_CA9
SP3,CDKN2A,SP3_CDKN2A
SP3,NOS3,SP3_NOS3
SP3,CDKN2B,SP3_CDKN2B
SP3,DMRT1,SP3_DMRT1
SP3,SCTR,SP3_SCTR
SP3,PLAUR,SP3_PLAUR
SP3,BPI,SP3_BPI
SP3,RECK,SP3_RECK
SP3,HBEGF,SP3_HBEGF
SP3,HDAC4,SP3_HDAC4
SP3,CDKN1A,SP3_CDKN1A
SP3,COL11A2,SP3_COL11A2
SP3,ATP2A2,SP3_ATP2A2
SP3,LAMA1,SP3_LAMA1
SP3,LTC4S,SP3_LTC4S
SP3,CYP17A1,SP3_CYP17A1
SP3,CBS,SP3_CBS
SP3,MAT2A,SP3_MAT2A
SP3,ITGAV,SP3_ITGAV
SP3,CYP2F1,SP3_CYP2F1
SP3,,SP3_
SP3,TFAP2C,SP3_TFAP2C
SP3,IL10,SP3_IL10
SP3,ANGPT2,SP3_ANGPT2
SP3,SETDB1,SP3_SETDB1
SP3,GABRA6,SP3_GABRA6
SP3,TESC,SP3_TESC
SP3,MUC5AC,SP3_MUC5AC
SP3,MERTK,SP3_MERTK
SP3,DNM1,SP3_DNM1
SP3,ACTA2,SP3_ACTA2
SP3,SP1,SP3_SP1
SP3,BMP2,SP3_BMP2
SP3,REN1,SP3_REN1
SP3,IL6,SP3_IL6
SP3,MGP,SP3_MGP
SP3,TAL1,SP3_TAL1
SP3,HRASLS5,SP3_HRASLS5
SP3,NES,SP3_NES
SP3,PRKRA,SP3_PRKRA
SP3,ITGA6,SP3_ITGA6
SP3,IFITM5,SP3_IFITM5
SP3,EPAS1,SP3_EPAS1
SP3,OPRD1,SP3_OPRD1
SP3,CSF1,SP3_CSF1
SP3,UCP2,SP3_UCP2
SP3,ADCY4,SP3_ADCY4
SP3,AHR,SP3_AHR
SP3,OAS1G,SP3_OAS1G
SP3,ACACA,SP3_ACACA
SP3,LMNA,SP3_LMNA
SP3,GHR,SP3_GHR
SP3,CES2C,SP3_CES2C
SP3,CDH5,SP3_CDH5
SP3,ALOX8,SP3_ALOX8
SP3,TERT,SP3_TERT
SP3,UCP3,SP3_UCP3
SP3,GPC4,SP3_GPC4
SP3,PCYT1A,SP3_PCYT1A
SP3,ANG2,SP3_ANG2
SP3,DCK,SP3_DCK
SP3,SOD3,SP3_SOD3
SP3,PLA2G16,SP3_PLA2G16
SP3,PROC,SP3_PROC
SP3,RIOX2,SP3_RIOX2
SP3,REST,SP3_REST
SP3,STAR,SP3_STAR
SP3,SDC1,SP3_SDC1
SP3,MET,SP3_MET
SP3,NANOG,SP3_NANOG
SP3,PGR,SP3_PGR
SP3,ACSBG1,SP3_ACSBG1
SP3,CDK5R1,SP3_CDK5R1
SP3,DNMT1,SP3_DNMT1
SP3,CDK5R2,SP3_CDK5R2
SP3,CEBPA,SP3_CEBPA
SP3,TXLNG,SP3_TXLNG
SP3,SLC2A3,SP3_SLC2A3
SP3,NRGN,SP3_NRGN
SP3,PTGS2,SP3_PTGS2
SP3,LIPE,SP3_LIPE
SP3,PTDSS1,SP3_PTDSS1
SP3,ZFP143,SP3_ZFP143
SP3,TNK1,SP3_TNK1
SP3,RHO,SP3_RHO
SP3,KCNN3,SP3_KCNN3
SP3,TSPO,SP3_TSPO
SP3,MAPK1,SP3_MAPK1
SP3,RAC2,SP3_RAC2
SP3,PDE6B,SP3_PDE6B
SP3,DMD,SP3_DMD
SP4,ASS1,SP4_ASS1
SP4,YY1,SP4_YY1
SP4,RELA,SP4_RELA
SP4,CCND1,SP4_CCND1
SP4,MAOB,SP4_MAOB
SP4,ERBB2,SP4_ERBB2
SP4,BIRC5,SP4_BIRC5
SP4,KDR,SP4_KDR
SP4,PDE6B,SP4_PDE6B
SP4,NFKB1,SP4_NFKB1
SP4,FGFR3,SP4_FGFR3
SP4,,SP4_
SP4,GRIA1,SP4_GRIA1
SP4,PTDSS1,SP4_PTDSS1
SP4,RHO,SP4_RHO
SP4,CDK5R1,SP4_CDK5R1
SP4,NRGN,SP4_NRGN
SP4,VEGFA,SP4_VEGFA
SP4,SLC9A2,SP4_SLC9A2
SP7,IFITM5,SP7_IFITM5
SP7,SATB2,SP7_SATB2
SP7,CTNNB1,SP7_CTNNB1
SP7,DMP1,SP7_DMP1
SP7,DKK1,SP7_DKK1
SP7,DSPP,SP7_DSPP
SP7,VEGFA,SP7_VEGFA
SP7,BGLAP2,SP7_BGLAP2
SP7,MIR93,SP7_MIR93
SP7,COL5A1,SP7_COL5A1
SP7,GJA3,SP7_GJA3
SP7,BGLAP,SP7_BGLAP
SP7,IBSP,SP7_IBSP
SP7,COL5A3,SP7_COL5A3
SP7,SP7,SP7_SP7
SP7,SOST,SP7_SOST
SP7,SPP1,SP7_SPP1
SP7,,SP7_
SPDEF,SERPINB5,SPDEF_SERPINB5
SPDEF,SPINK4,SPDEF_SPINK4
SPDEF,MUC2,SPDEF_MUC2
SPDEF,RETNLB,SPDEF_RETNLB
SPDEF,CDH1,SPDEF_CDH1
SPDEF,PLAUR,SPDEF_PLAUR
SPDEF,AGR2,SPDEF_AGR2
SPDEF,KLK3,SPDEF_KLK3
SPDEF,MMP9,SPDEF_MMP9
SPDEF,SQSTM1,SPDEF_SQSTM1
SPDEF,,SPDEF_
SPDEF,SFTPC,SPDEF_SFTPC
SPDEF,SCGB1A1,SPDEF_SCGB1A1
SPDEF,CDKN1A,SPDEF_CDKN1A
SPDEF,SOX17,SPDEF_SOX17
SPDEF,BIRC5,SPDEF_BIRC5
SPDEF,FOXJ1,SPDEF_FOXJ1
SPI1,CD163,SPI1_CD163
SPI1,IL18,SPI1_IL18
SPI1,NSFL1C,SPI1_NSFL1C
SPI1,IL5,SPI1_IL5
SPI1,IL1B,SPI1_IL1B
SPI1,FES,SPI1_FES
SPI1,BCL6,SPI1_BCL6
SPI1,CLEC4G,SPI1_CLEC4G
SPI1,CD68,SPI1_CD68
SPI1,TLR4,SPI1_TLR4
SPI1,MS4A1,SPI1_MS4A1
SPI1,CD22,SPI1_CD22
SPI1,PARG,SPI1_PARG
SPI1,CSF3R,SPI1_CSF3R
SPI1,CD40,SPI1_CD40
SPI1,TNFRSF11A,SPI1_TNFRSF11A
SPI1,CSF1,SPI1_CSF1
SPI1,ITGA2B,SPI1_ITGA2B
SPI1,ALOX15,SPI1_ALOX15
SPI1,PEBP1,SPI1_PEBP1
SPI1,TNF,SPI1_TNF
SPI1,JCHAIN,SPI1_JCHAIN
SPI1,CTSS,SPI1_CTSS
SPI1,CTSK,SPI1_CTSK
SPI1,ACP5,SPI1_ACP5
SPI1,MACROD1,SPI1_MACROD1
SPI1,FCER1A,SPI1_FCER1A
SPI1,CTSG,SPI1_CTSG
SPI1,ELANE,SPI1_ELANE
SPI1,ZNF300,SPI1_ZNF300
SPI1,MSR1,SPI1_MSR1
SPI1,DAPK2,SPI1_DAPK2
SPI1,MME,SPI1_MME
SPI1,PTGIR,SPI1_PTGIR
SPI1,STAT3,SPI1_STAT3
SPI1,ERAP2,SPI1_ERAP2
SPI1,PRG2,SPI1_PRG2
SPI1,CYBB,SPI1_CYBB
SPI1,FLI1,SPI1_FLI1
SPI1,P2RY10,SPI1_P2RY10
SPI1,RNASE2,SPI1_RNASE2
SPI1,HCK,SPI1_HCK
SPI1,MNDA,SPI1_MNDA
SPI1,BTK,SPI1_BTK
SPI1,BPI,SPI1_BPI
SPI1,PRTN3,SPI1_PRTN3
SPI1,ITGB2,SPI1_ITGB2
SPI1,SCARB2,SPI1_SCARB2
SPI1,NCF2,SPI1_NCF2
SPI1,WAS,SPI1_WAS
SPI1,ITGAM,SPI1_ITGAM
SPI1,CSF2RA,SPI1_CSF2RA
SPI1,GATA1,SPI1_GATA1
SPI1,IFIT3,SPI1_IFIT3
SPI1,FCGR1A,SPI1_FCGR1A
SPI1,CXCR1,SPI1_CXCR1
SPI1,CCL5,SPI1_CCL5
SPI1,ITGAX,SPI1_ITGAX
SPI1,IL12B,SPI1_IL12B
SPI1,CCL2,SPI1_CCL2
SPI1,MAPK1,SPI1_MAPK1
SPI1,SCARB1,SPI1_SCARB1
SPI1,,SPI1_
SPI1,MED1,SPI1_MED1
SPI1,MEF2C,SPI1_MEF2C
SPI1,IGH,SPI1_IGH
SPI1,OPRM1,SPI1_OPRM1
SPI1,IGL,SPI1_IGL
SPI1,NFKB1,SPI1_NFKB1
SPI1,TEC,SPI1_TEC
SPI1,MMP13,SPI1_MMP13
SPI1,ELF1,SPI1_ELF1
SPI1,PTPRC,SPI1_PTPRC
SPI1,IL9,SPI1_IL9
SPI1,TAL2,SPI1_TAL2
SPI1,TAL1,SPI1_TAL1
SPI1,DCSTAMP,SPI1_DCSTAMP
SPI1,SCN8A,SPI1_SCN8A
SPI1,IRF8,SPI1_IRF8
SPI1,NCF1,SPI1_NCF1
SPI1,H2-AB1,SPI1_H2-AB1
SPI1,IL7R,SPI1_IL7R
SPI1,CSF1R,SPI1_CSF1R
SPI1,IGHM,SPI1_IGHM
SPI1,FLT3,SPI1_FLT3
SPI1,NCF4,SPI1_NCF4
SPI1,PTPRO,SPI1_PTPRO
SPI1,ITGB3,SPI1_ITGB3
SPI1,AIF1,SPI1_AIF1
SPI1,PIRB,SPI1_PIRB
SPI1,BCL2L11,SPI1_BCL2L11
SPI1,CD1D1,SPI1_CD1D1
SPI1,MRC1,SPI1_MRC1
SPI1,FCER1G,SPI1_FCER1G
SPI1,PTGDS,SPI1_PTGDS
SREBF1,FDPS,SREBF1_FDPS
SREBF1,SCD5,SREBF1_SCD5
SREBF1,CAV1,SREBF1_CAV1
SREBF1,PDX1,SREBF1_PDX1
SREBF1,NR0B2,SREBF1_NR0B2
SREBF1,APOA5,SREBF1_APOA5
SREBF1,AR,SREBF1_AR
SREBF1,ACLY,SREBF1_ACLY
SREBF1,SCD,SREBF1_SCD
SREBF1,LPIN1,SREBF1_LPIN1
SREBF1,FABP6,SREBF1_FABP6
SREBF1,FASN,SREBF1_FASN
SREBF1,FAS,SREBF1_FAS
SREBF1,BCL2L1,SREBF1_BCL2L1
SREBF1,PPARG,SREBF1_PPARG
SREBF1,THRSP,SREBF1_THRSP
SREBF1,CETP,SREBF1_CETP
SREBF1,IRS2,SREBF1_IRS2
SREBF1,LRP1,SREBF1_LRP1
SREBF1,PCSK9,SREBF1_PCSK9
SREBF1,ACACB,SREBF1_ACACB
SREBF1,HK2,SREBF1_HK2
SREBF1,HMOX1,SREBF1_HMOX1
SREBF1,PCK1,SREBF1_PCK1
SREBF1,CIC,SREBF1_CIC
SREBF1,LDLR,SREBF1_LDLR
SREBF1,FDFT1,SREBF1_FDFT1
SREBF1,,SREBF1_
SREBF1,ADIPOQ,SREBF1_ADIPOQ
SREBF1,ABCA3,SREBF1_ABCA3
SREBF1,FBXW7,SREBF1_FBXW7
SREBF1,ELOVL5,SREBF1_ELOVL5
SREBF1,ELOVL3,SREBF1_ELOVL3
SREBF1,NPC1,SREBF1_NPC1
SREBF1,CIDEA,SREBF1_CIDEA
SREBF1,CYP8B1,SREBF1_CYP8B1
SREBF1,GCK,SREBF1_GCK
SREBF1,IL17A,SREBF1_IL17A
SREBF1,GPAM,SREBF1_GPAM
SREBF1,LEP,SREBF1_LEP
SREBF1,MSTN,SREBF1_MSTN
SREBF1,NLRP1A,SREBF1_NLRP1A
SREBF1,CDKN1A,SREBF1_CDKN1A
SREBF1,CD5L,SREBF1_CD5L
SREBF1,RETN,SREBF1_RETN
SREBF1,SLC2A4,SREBF1_SLC2A4
SREBF1,HMGCR,SREBF1_HMGCR
SREBF1,CLU,SREBF1_CLU
SREBF1,PLA2G6,SREBF1_PLA2G6
SREBF1,ACACA,SREBF1_ACACA
SREBF1,LIPE,SREBF1_LIPE
SREBF1,ANKRD2,SREBF1_ANKRD2
SREBF1,SCD1,SREBF1_SCD1
SREBF1,ACSS2,SREBF1_ACSS2
SREBF1,PPARGC1A,SREBF1_PPARGC1A
SREBF1,ABCD2,SREBF1_ABCD2
SREBF1,KCNJ3,SREBF1_KCNJ3
SREBF1,PTGDS,SREBF1_PTGDS
SREBF2,FDPS,SREBF2_FDPS
SREBF2,ABCG8,SREBF2_ABCG8
SREBF2,ABCA1,SREBF2_ABCA1
SREBF2,PON1,SREBF2_PON1
SREBF2,LRP1,SREBF2_LRP1
SREBF2,MTTP,SREBF2_MTTP
SREBF2,PON2,SREBF2_PON2
SREBF2,PCSK9,SREBF2_PCSK9
SREBF2,HMGCR,SREBF2_HMGCR
SREBF2,LIPC,SREBF2_LIPC
SREBF2,NPC1L1,SREBF2_NPC1L1
SREBF2,FABP6,SREBF2_FABP6
SREBF2,FAS,SREBF2_FAS
SREBF2,HNF4A,SREBF2_HNF4A
SREBF2,PRSS8,SREBF2_PRSS8
SREBF2,PPARG,SREBF2_PPARG
SREBF2,ACOT7,SREBF2_ACOT7
SREBF2,ABCG5,SREBF2_ABCG5
SREBF2,LDLR,SREBF2_LDLR
SREBF2,FDFT1,SREBF2_FDFT1
SREBF2,,SREBF2_
SREBF2,MVK,SREBF2_MVK
SREBF2,CDKN1A,SREBF2_CDKN1A
SREBF2,SRD5A2,SREBF2_SRD5A2
SREBF2,HMGCS1,SREBF2_HMGCS1
SREBF2,CYP3A11,SREBF2_CYP3A11
SREBF2,HMOX1,SREBF2_HMOX1
SREBF2,NPC1,SREBF2_NPC1
SREBF2,ACSS2,SREBF2_ACSS2
SRF,PRRX1,SRF_PRRX1
SRF,MMP2,SRF_MMP2
SRF,FOS,SRF_FOS
SRF,LMO7,SRF_LMO7
SRF,SAMD4A,SRF_SAMD4A
SRF,MMP9,SRF_MMP9
SRF,KPNB1,SRF_KPNB1
SRF,FOSL1,SRF_FOSL1
SRF,CREB1,SRF_CREB1
SRF,ACTA1,SRF_ACTA1
SRF,MMP14,SRF_MMP14
SRF,UBE2S,SRF_UBE2S
SRF,FXN,SRF_FXN
SRF,MYL9,SRF_MYL9
SRF,CFTR,SRF_CFTR
SRF,TAGLN,SRF_TAGLN
SRF,SERPINE1,SRF_SERPINE1
SRF,FHL2,SRF_FHL2
SRF,PLAU,SRF_PLAU
SRF,PLG,SRF_PLG
SRF,SMN1,SRF_SMN1
SRF,DMD,SRF_DMD
SRF,HMGXB4,SRF_HMGXB4
SRF,MCL1,SRF_MCL1
SRF,KPNA1,SRF_KPNA1
SRF,,SRF_
SRF,EGR1,SRF_EGR1
SRF,CKM,SRF_CKM
SRF,TGFB1I1,SRF_TGFB1I1
SRF,MYOD1,SRF_MYOD1
SRF,BARX2,SRF_BARX2
SRF,KLF3,SRF_KLF3
SRF,MYLK,SRF_MYLK
SRF,ACTG2,SRF_ACTG2
SRF,AQP2,SRF_AQP2
SRF,CTGF,SRF_CTGF
SRF,ACTA2,SRF_ACTA2
SRF,KCNMB1,SRF_KCNMB1
SRF,NPPA,SRF_NPPA
SRF,MYH11,SRF_MYH11
SRY,NFKBIB,SRY_NFKBIB
SRY,TH,SRY_TH
SRY,WDR5,SRY_WDR5
SRY,ETV2,SRY_ETV2
SRY,SOX9,SRY_SOX9
SRY,PROM1,SRY_PROM1
SRY,,SRY_
STAT1,CTSB,STAT1_CTSB
STAT1,CCR1,STAT1_CCR1
STAT1,EDN1,STAT1_EDN1
STAT1,IL10,STAT1_IL10
STAT1,HSP90AA1,STAT1_HSP90AA1
STAT1,IL1R1,STAT1_IL1R1
STAT1,IFNLR1,STAT1_IFNLR1
STAT1,OPRM1,STAT1_OPRM1
STAT1,TAP1,STAT1_TAP1
STAT1,MMP9,STAT1_MMP9
STAT1,SMARCA4,STAT1_SMARCA4
STAT1,FOXP3,STAT1_FOXP3
STAT1,PSMB9,STAT1_PSMB9
STAT1,PML,STAT1_PML
STAT1,CXCL10,STAT1_CXCL10
STAT1,MMP13,STAT1_MMP13
STAT1,IL1B,STAT1_IL1B
STAT1,IRF1,STAT1_IRF1
STAT1,IL6,STAT1_IL6
STAT1,KRT17,STAT1_KRT17
STAT1,FAS,STAT1_FAS
STAT1,IFNG,STAT1_IFNG
STAT1,IRF8,STAT1_IRF8
STAT1,BAX,STAT1_BAX
STAT1,IRF7,STAT1_IRF7
STAT1,VIP,STAT1_VIP
STAT1,TP53,STAT1_TP53
STAT1,CD22,STAT1_CD22
STAT1,TLR3,STAT1_TLR3
STAT1,APP,STAT1_APP
STAT1,CD86,STAT1_CD86
STAT1,CD40,STAT1_CD40
STAT1,ACAT1,STAT1_ACAT1
STAT1,LY96,STAT1_LY96
STAT1,GLS,STAT1_GLS
STAT1,EGFR,STAT1_EGFR
STAT1,SOCS3,STAT1_SOCS3
STAT1,MUC1,STAT1_MUC1
STAT1,CTSL,STAT1_CTSL
STAT1,TBX21,STAT1_TBX21
STAT1,TIMP1,STAT1_TIMP1
STAT1,S100A10,STAT1_S100A10
STAT1,MUC4,STAT1_MUC4
STAT1,CIITA,STAT1_CIITA
STAT1,PPARA,STAT1_PPARA
STAT1,STAT2,STAT1_STAT2
STAT1,STAT3,STAT1_STAT3
STAT1,PRKCE,STAT1_PRKCE
STAT1,NR1H4,STAT1_NR1H4
STAT1,HLA-E,STAT1_HLA-E
STAT1,PLSCR1,STAT1_PLSCR1
STAT1,IL2RA,STAT1_IL2RA
STAT1,NOX4,STAT1_NOX4
STAT1,LCN2,STAT1_LCN2
STAT1,NOX5,STAT1_NOX5
STAT1,XAF1,STAT1_XAF1
STAT1,CD40LG,STAT1_CD40LG
STAT1,NOX1,STAT1_NOX1
STAT1,FGFR3,STAT1_FGFR3
STAT1,IVL,STAT1_IVL
STAT1,CFTR,STAT1_CFTR
STAT1,CEBPE,STAT1_CEBPE
STAT1,CDKN1A,STAT1_CDKN1A
STAT1,IFNA1,STAT1_IFNA1
STAT1,IL27,STAT1_IL27
STAT1,MVP,STAT1_MVP
STAT1,CHAT,STAT1_CHAT
STAT1,FGF2,STAT1_FGF2
STAT1,TNFSF13B,STAT1_TNFSF13B
STAT1,ICAM1,STAT1_ICAM1
STAT1,PTGS2,STAT1_PTGS2
STAT1,IFIT3,STAT1_IFIT3
STAT1,FCGRT,STAT1_FCGRT
STAT1,FCGR1A,STAT1_FCGR1A
STAT1,HMOX1,STAT1_HMOX1
STAT1,CCL3,STAT1_CCL3
STAT1,PIM1,STAT1_PIM1
STAT1,IFNB1,STAT1_IFNB1
STAT1,CCL2,STAT1_CCL2
STAT1,NOS2,STAT1_NOS2
STAT1,GAST,STAT1_GAST
STAT1,UPP1,STAT1_UPP1
STAT1,SCARB1,STAT1_SCARB1
STAT1,JAK2,STAT1_JAK2
STAT1,,STAT1_
STAT1,EGR1,STAT1_EGR1
STAT1,POU3F1,STAT1_POU3F1
STAT1,RC3H1,STAT1_RC3H1
STAT1,MT1,STAT1_MT1
STAT1,TRP53,STAT1_TRP53
STAT1,BACE1,STAT1_BACE1
STAT1,RUNX2,STAT1_RUNX2
STAT1,FCGR1,STAT1_FCGR1
STAT1,PPARG,STAT1_PPARG
STAT1,IRF9,STAT1_IRF9
STAT1,PDCD1,STAT1_PDCD1
STAT1,MDM2,STAT1_MDM2
STAT1,CFB,STAT1_CFB
STAT1,CXCL9,STAT1_CXCL9
STAT1,CEBPD,STAT1_CEBPD
STAT1,GFI1,STAT1_GFI1
STAT1,DUOX2,STAT1_DUOX2
STAT1,SOCS1,STAT1_SOCS1
STAT1,CD36,STAT1_CD36
STAT1,GBP2,STAT1_GBP2
STAT2,RCAN1,STAT2_RCAN1
STAT2,SCARB2,STAT2_SCARB2
STAT2,IRF1,STAT2_IRF1
STAT2,STAT1,STAT2_STAT1
STAT2,IFNA1,STAT2_IFNA1
STAT2,CCL2,STAT2_CCL2
STAT2,NOS2,STAT2_NOS2
STAT2,SCARB1,STAT2_SCARB1
STAT2,PTGS2,STAT2_PTGS2
STAT2,PML,STAT2_PML
STAT2,IFIT3,STAT2_IFIT3
STAT2,,STAT2_
STAT3,TGFB1,STAT3_TGFB1
STAT3,USP7,STAT3_USP7
STAT3,OSM,STAT3_OSM
STAT3,COPS5,STAT3_COPS5
STAT3,FAS,STAT3_FAS
STAT3,LEP,STAT3_LEP
STAT3,ROR1,STAT3_ROR1
STAT3,PTPN6,STAT3_PTPN6
STAT3,TP53,STAT3_TP53
STAT3,EPAS1,STAT3_EPAS1
STAT3,FGL1,STAT3_FGL1
STAT3,HP,STAT3_HP
STAT3,PROS1,STAT3_PROS1
STAT3,UCP2,STAT3_UCP2
STAT3,PRDM1,STAT3_PRDM1
STAT3,LCAT,STAT3_LCAT
STAT3,EGFR,STAT3_EGFR
STAT3,CTGF,STAT3_CTGF
STAT3,STS,STAT3_STS
STAT3,MUC1,STAT3_MUC1
STAT3,CCND3,STAT3_CCND3
STAT3,ZFP36,STAT3_ZFP36
STAT3,CCND2,STAT3_CCND2
STAT3,CCND1,STAT3_CCND1
STAT3,CDH1,STAT3_CDH1
STAT3,MYC,STAT3_MYC
STAT3,AKT1,STAT3_AKT1
STAT3,S1PR1,STAT3_S1PR1
STAT3,MUC4,STAT3_MUC4
STAT3,MICA,STAT3_MICA
STAT3,S100A11,STAT3_S100A11
STAT3,KLF11,STAT3_KLF11
STAT3,ABCA1,STAT3_ABCA1
STAT3,F2R,STAT3_F2R
STAT3,CISH,STAT3_CISH
STAT3,HGF,STAT3_HGF
STAT3,TNFRSF10B,STAT3_TNFRSF10B
STAT3,GFAP,STAT3_GFAP
STAT3,ESR2,STAT3_ESR2
STAT3,PIAS3,STAT3_PIAS3
STAT3,PGF,STAT3_PGF
STAT3,AR,STAT3_AR
STAT3,MYD88,STAT3_MYD88
STAT3,BCL2L1,STAT3_BCL2L1
STAT3,NOX4,STAT3_NOX4
STAT3,BIRC5,STAT3_BIRC5
STAT3,NOX5,STAT3_NOX5
STAT3,HAMP,STAT3_HAMP
STAT3,NANOG,STAT3_NANOG
STAT3,DNMT1,STAT3_DNMT1
STAT3,NOX1,STAT3_NOX1
STAT3,IFNAR1,STAT3_IFNAR1
STAT3,CFB,STAT3_CFB
STAT3,MDC1,STAT3_MDC1
STAT3,IL1RN,STAT3_IL1RN
STAT3,FAAH,STAT3_FAAH
STAT3,LGALS3BP,STAT3_LGALS3BP
STAT3,PHB,STAT3_PHB
STAT3,TWIST2,STAT3_TWIST2
STAT3,TWIST1,STAT3_TWIST1
STAT3,FGF1,STAT3_FGF1
STAT3,FGF2,STAT3_FGF2
STAT3,HIF1A,STAT3_HIF1A
STAT3,LTBP1,STAT3_LTBP1
STAT3,NLK,STAT3_NLK
STAT3,ICAM1,STAT3_ICAM1
STAT3,CYP19A1,STAT3_CYP19A1
STAT3,STK11,STAT3_STK11
STAT3,SALL4,STAT3_SALL4
STAT3,HMOX1,STAT3_HMOX1
STAT3,PIM1,STAT3_PIM1
STAT3,A2M,STAT3_A2M
STAT3,JUNB,STAT3_JUNB
STAT3,TP63,STAT3_TP63
STAT3,IL11,STAT3_IL11
STAT3,POU2F1,STAT3_POU2F1
STAT3,MMP7,STAT3_MMP7
STAT3,VDR,STAT3_VDR
STAT3,IL10,STAT3_IL10
STAT3,MMP1,STAT3_MMP1
STAT3,MMP2,STAT3_MMP2
STAT3,MMP3,STAT3_MMP3
STAT3,GREB1,STAT3_GREB1
STAT3,CFLAR,STAT3_CFLAR
STAT3,OPRM1,STAT3_OPRM1
STAT3,HSPA4,STAT3_HSPA4
STAT3,PTPN13,STAT3_PTPN13
STAT3,OAS1,STAT3_OAS1
STAT3,MMP9,STAT3_MMP9
STAT3,TYK2,STAT3_TYK2
STAT3,PAX3,STAT3_PAX3
STAT3,ETV6,STAT3_ETV6
STAT3,NME1,STAT3_NME1
STAT3,VEGFA,STAT3_VEGFA
STAT3,IL2,STAT3_IL2
STAT3,MMP10,STAT3_MMP10
STAT3,VEGFB,STAT3_VEGFB
STAT3,IRF1,STAT3_IRF1
STAT3,IL6,STAT3_IL6
STAT3,MMP14,STAT3_MMP14
STAT3,KRT17,STAT3_KRT17
STAT3,BCL6,STAT3_BCL6
STAT3,CDK4,STAT3_CDK4
STAT3,IFNG,STAT3_IFNG
STAT3,BCL2,STAT3_BCL2
STAT3,CHI3L1,STAT3_CHI3L1
STAT3,CXCL8,STAT3_CXCL8
STAT3,TRH,STAT3_TRH
STAT3,NR2C2,STAT3_NR2C2
STAT3,HSPB1,STAT3_HSPB1
STAT3,CYR61,STAT3_CYR61
STAT3,SOCS3,STAT3_SOCS3
STAT3,SOCS1,STAT3_SOCS1
